DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1985,718132,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1986,714390,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1987,715218,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1988,728851,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1989,746257,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1990,752685,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1991,768083,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1992,773969,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1993,770144,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1994,779959,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1995,784676,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1996,768289,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1997,753092,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1998,739911,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,1999,725373,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2000,726728,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2001,721297,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2002,706682,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2003,694102,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2004,678318,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2005,668198,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2006,673455,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2007,693506,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2008,712047,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2009,731036,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2010,752650,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2011,776044,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2012,788447,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2013,791944,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2014,807573,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2015,825887,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2016,823716,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2017,806216,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2018,798299,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y3,T,UK,2019,800066,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1972,646632,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1973,696061,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1974,740732,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1975,750770,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1976,751374,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1977,856684,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1978,915749,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1979,846258,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1980,803642,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1981,777332,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1982,754671,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1983,749819,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1984,757240,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1985,753953,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1986,760856,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1987,783325,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1988,805844,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1989,827518,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1990,847968,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1991,878036,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1992,903288,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1993,918754,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1994,936058,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1995,946420,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1996,942631,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1997,934220,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1998,920640,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,1999,905958,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2000,892357,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2001,887954,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2002,881468,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2003,850014,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2004,810396,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2005,784701,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2006,773382,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2007,759716,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2008,762704,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2009,801916,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2010,850368,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2011,871834,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2012,869608,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2013,866185,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2014,864055,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2015,874264,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2016,889378,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2017,889017,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2018,900379,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y30,T,UK,2019,909092,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1972,645217,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1973,645194,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1974,694255,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1975,737937,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1976,748572,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1977,749962,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1978,854764,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1979,913824,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1980,844681,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1981,801218,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1982,773079,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1983,750827,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1984,748695,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1985,757578,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1986,754390,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1987,760793,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1988,782403,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1989,805093,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1990,826984,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1991,847390,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1992,876293,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1993,900445,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1994,917311,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1995,935508,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1996,946110,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1997,942977,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1998,935100,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,1999,923049,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2000,910762,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2001,897918,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2002,891888,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2003,884100,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2004,852558,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2005,815616,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2006,791904,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2007,778552,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2008,766153,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2009,769960,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2010,807058,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2011,855538,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2012,874929,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2013,870963,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2014,868703,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2015,868107,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2016,879285,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2017,892499,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2018,892473,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y31,T,UK,2019,901276,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1972,665967,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1973,643470,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1974,643011,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1975,691362,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1976,735796,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1977,747343,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1978,748129,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1979,852909,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1980,912368,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1981,842731,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1982,797911,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1983,769877,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1984,749777,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1985,749129,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1986,758310,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1987,754634,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1988,760182,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1989,782075,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1990,805602,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1991,827652,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1992,846673,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1993,873671,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1994,898576,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1995,916718,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1996,935304,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1997,946143,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1998,943081,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,1999,936613,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2000,926837,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2001,915126,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2002,901070,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2003,894854,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2004,886839,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2005,857237,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2006,822368,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2007,796680,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2008,784468,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2009,773167,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2010,774217,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2011,811338,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2012,858346,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2013,875604,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2014,872768,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2015,872045,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2016,872598,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2017,882164,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2018,895166,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y32,T,UK,2019,893427,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1972,665896,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1973,664182,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1974,641097,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1975,640215,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1976,689368,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1977,734228,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1978,745646,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1979,746700,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1980,851685,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1981,909875,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1982,839236,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1983,795454,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1984,769464,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1985,750468,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1986,750035,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1987,758715,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1988,754304,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1989,760078,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1990,782673,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1991,806542,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1992,828010,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1993,845676,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1994,872490,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1995,897995,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1996,916673,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1997,935131,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1998,945714,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,1999,943928,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2000,939832,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2001,930970,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2002,917828,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2003,902794,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2004,896787,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2005,890719,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2006,862532,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2007,826186,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2008,801676,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2009,790559,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2010,777074,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2011,777386,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2012,812627,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2013,858200,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2014,876825,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2015,875365,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2016,875310,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2017,874648,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2018,884122,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y33,T,UK,2019,896481,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1972,660784,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1973,664360,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1974,662032,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1975,637931,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1976,637578,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1977,687504,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1978,732508,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1979,744218,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1980,745535,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1981,849551,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1982,906646,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1983,836791,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1984,794764,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1985,770165,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1986,751487,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1987,750385,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1988,758454,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1989,754050,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1990,760389,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1991,783764,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1992,807403,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1993,827442,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1994,844788,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1995,871430,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1996,896995,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1997,915968,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1998,933850,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,1999,945103,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,2000,945917,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,2001,943193,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,2002,932993,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,2003,919112,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,2004,904006,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,2005,900244,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,2006,895848,
ESTAT:DEMO_PJAN(1.0),16/10/24 23:00:00,A,NR,Y34,T,UK,2007,865942,
